route,sample,label,probability,baseline_prediction,pose_valid_ratio,quality_decision,baseline_correct,quality_reasons
RTMPose+ST-GCN++,dataset/dataset/chute21/cam5.avi#f546-576,0,0.25601074,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute21/cam5.avi#f876-906,1,0.99999455,1,0.234375,UNKNOWN,1,"{""implausible_bone"": 39, ""target_jump"": 4, ""torso_missing"": 47}"
RTMPose+ST-GCN++,dataset/dataset/chute21/cam6.avi#f570-600,0,0.49250443,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute21/cam6.avi#f900-930,1,0.91663471,1,1.000000,FALL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute21/cam7.avi#f570-600,0,0.16151991,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute21/cam7.avi#f900-930,1,0.83126147,1,0.750000,FALL,1,"{""too_few_joints"": 6, ""torso_missing"": 16}"
RTMPose+ST-GCN++,dataset/dataset/chute21/cam8.avi#f538-568,0,0.14527501,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute21/cam8.avi#f868-898,1,0.40154344,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute22/cam2.avi#f782-812,0,0.11724578,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute22/cam2.avi#f818-848,1,0.82891425,1,0.843750,FALL,1,"{""target_jump"": 10}"
RTMPose+ST-GCN++,dataset/dataset/chute22/cam4.avi#f777-807,0,0.10712903,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute22/cam4.avi#f813-843,1,0.76903467,1,0.906250,FALL,1,"{""implausible_bone"": 2, ""too_few_joints"": 4, ""torso_missing"": 6}"
RTMPose+ST-GCN++,dataset/dataset/chute22/cam5.avi#f789-819,0,0.99701065,1,0.328125,UNKNOWN,0,"{""implausible_bone"": 39, ""target_jump"": 6, ""torso_missing"": 43}"
RTMPose+ST-GCN++,dataset/dataset/chute22/cam5.avi#f825-855,1,0.99131975,1,0.515625,FALL,1,"{""implausible_bone"": 31, ""target_jump"": 8, ""torso_missing"": 31}"
RTMPose+ST-GCN++,dataset/dataset/chute22/cam6.avi#f782-812,0,0.19808581,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute22/cam6.avi#f818-848,1,0.37869392,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute22/cam7.avi#f782-812,0,0.10399427,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute22/cam7.avi#f818-848,1,0.10995036,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute22/cam8.avi#f770-800,0,0.53573146,1,1.000000,FALL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute22/cam8.avi#f806-836,1,0.83785050,1,0.968750,FALL,1,"{""too_few_joints"": 2, ""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute23/cam2.avi#f715-745,0,0.08623783,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam2.avi#f1572-1602,1,0.96743615,1,0.968750,FALL,1,"{""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute23/cam2.avi#f1602-1632,1,0.22416466,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam2.avi#f1714-1744,0,0.15655358,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam2.avi#f3626-3656,1,0.99999055,1,0.359375,UNKNOWN,1,"{""target_jump"": 2, ""too_few_joints"": 33, ""torso_missing"": 41}"
RTMPose+ST-GCN++,dataset/dataset/chute23/cam2.avi#f4158-4188,0,0.15717661,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam5.avi#f1572-1602,1,0.81275166,1,1.000000,FALL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam4.avi#f708-738,0,0.99995668,1,0.906250,FALL,0,"{""target_jump"": 2, ""torso_missing"": 4}"
RTMPose+ST-GCN++,dataset/dataset/chute23/cam4.avi#f1565-1595,1,0.15135892,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam4.avi#f1595-1625,1,0.13150515,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam4.avi#f1707-1737,0,0.11650189,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam4.avi#f3619-3649,1,0.19060730,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam4.avi#f4151-4181,0,0.13404174,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam5.avi#f717-747,0,0.16388405,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam5.avi#f1574-1604,1,0.82001186,1,1.000000,FALL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam5.avi#f1604-1634,1,0.81814064,1,1.000000,FALL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam5.avi#f1716-1746,0,0.21392768,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam5.avi#f3628-3658,1,0.92158075,1,1.000000,FALL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam5.avi#f4160-4190,0,0.21069602,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam6.avi#f723-753,0,0.18510069,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam6.avi#f1580-1610,1,0.13517756,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam6.avi#f1610-1640,1,0.08524375,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam6.avi#f1722-1752,0,0.07782404,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam6.avi#f3634-3664,1,0.07804009,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam6.avi#f4166-4196,0,0.17336292,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam7.avi#f713-743,0,0.15538034,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam7.avi#f1570-1600,1,0.79650997,1,1.000000,FALL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam7.avi#f1600-1630,1,0.66086164,1,1.000000,FALL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam7.avi#f1712-1742,0,0.17040962,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam7.avi#f3624-3654,1,0.12828824,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam7.avi#f4156-4186,0,0.09159466,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam8.avi#f663-693,0,0.15124167,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam8.avi#f1520-1550,1,0.99708961,1,0.875000,FALL,1,"{""implausible_bone"": 2, ""target_jump"": 8}"
RTMPose+ST-GCN++,dataset/dataset/chute23/cam8.avi#f1550-1580,1,0.85218658,1,0.343750,UNKNOWN,1,"{""implausible_bone"": 23, ""target_jump"": 42, ""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute23/cam8.avi#f1662-1692,0,0.14171371,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam8.avi#f3574-3604,1,0.56777131,1,1.000000,FALL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute23/cam8.avi#f4106-4136,0,0.13512923,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam2.avi#f1052-1082,0,0.60375397,1,0.937500,FALL,0,"{""too_few_joints"": 4, ""torso_missing"": 4}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam2.avi#f1083-1113,1,0.76908978,1,0.812500,FALL,1,"{""target_jump"": 2, ""too_few_joints"": 10, ""torso_missing"": 10}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam2.avi#f1114-1144,0,0.20077869,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam4.avi#f1053-1083,0,0.47120205,0,0.718750,ADL,1,"{""target_jump"": 18}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam4.avi#f1084-1114,1,0.86504634,1,0.125000,UNKNOWN,1,"{""target_jump"": 37, ""too_few_joints"": 19, ""torso_missing"": 19}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam4.avi#f1115-1145,0,0.79995222,1,0.687500,FALL,0,"{""target_jump"": 2, ""too_few_joints"": 18, ""torso_missing"": 18}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam5.avi#f1072-1102,0,0.28334350,0,0.937500,ADL,1,"{""target_jump"": 4}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam5.avi#f1103-1133,1,0.82315838,1,0.718750,FALL,1,"{""target_jump"": 14, ""too_few_joints"": 4, ""torso_missing"": 4}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam5.avi#f1134-1164,0,0.29862220,0,0.375000,UNKNOWN,1,"{""target_jump"": 38, ""torso_missing"": 10}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam6.avi#f1055-1085,0,0.80201222,1,0.671875,FALL,0,"{""too_few_joints"": 21, ""torso_missing"": 21}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam6.avi#f1086-1116,1,0.97894461,1,0.359375,UNKNOWN,1,"{""too_few_joints"": 41, ""torso_missing"": 41}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam6.avi#f1117-1147,0,0.99466830,1,0.031250,UNKNOWN,0,"{""too_few_joints"": 62, ""torso_missing"": 62}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam7.avi#f1055-1085,0,0.17137877,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam7.avi#f1086-1116,1,0.91981450,1,0.625000,FALL,1,"{""too_few_joints"": 24, ""torso_missing"": 24}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam7.avi#f1117-1147,0,0.99571991,1,0.000000,UNKNOWN,0,"{""too_few_joints"": 64, ""torso_missing"": 64}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam8.avi#f1049-1079,0,0.17345029,0,0.968750,ADL,1,"{""too_few_joints"": 2, ""torso_missing"": 2}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam8.avi#f1080-1110,1,0.60929396,1,0.843750,FALL,1,"{""target_jump"": 2, ""too_few_joints"": 8, ""torso_missing"": 8}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute01/cam8.avi#f1111-1141,0,0.90463635,1,0.406250,UNKNOWN,0,"{""too_few_joints"": 38, ""torso_missing"": 38}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam2.avi#f384-414,0,0.13351966,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam2.avi#f415-445,1,0.97980419,1,0.640625,FALL,1,"{""too_few_joints"": 23, ""torso_missing"": 23}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam2.avi#f445-475,0,0.97672047,1,0.437500,UNKNOWN,0,"{""target_jump"": 2, ""too_few_joints"": 34, ""torso_missing"": 34}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam4.avi#f360-390,0,0.33264422,0,0.875000,ADL,1,"{""target_jump"": 8}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam4.avi#f391-421,1,0.44306784,0,0.468750,UNKNOWN,0,"{""target_jump"": 30, ""too_few_joints"": 4, ""torso_missing"": 4}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam4.avi#f421-451,0,0.43933553,0,0.640625,ADL,1,"{""target_jump"": 17, ""too_few_joints"": 6, ""torso_missing"": 6}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam5.avi#f362-392,0,0.78158181,1,0.812500,FALL,0,"{""target_jump"": 6, ""too_few_joints"": 6, ""torso_missing"": 6}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam5.avi#f393-423,1,0.56964778,1,0.656250,FALL,1,"{""target_jump"": 8, ""too_few_joints"": 14, ""torso_missing"": 14}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam5.avi#f423-453,0,0.99828912,1,0.593750,FALL,0,"{""target_jump"": 2, ""too_few_joints"": 24, ""torso_missing"": 24}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam6.avi#f377-407,0,0.12146542,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam6.avi#f408-438,1,0.28170423,0,0.937500,ADL,0,"{""too_few_joints"": 4, ""torso_missing"": 4}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam6.avi#f438-468,0,0.32245447,0,0.843750,ADL,1,"{""too_few_joints"": 10, ""torso_missing"": 10}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam7.avi#f377-407,0,0.10363164,0,0.968750,ADL,1,"{""too_few_joints"": 2, ""torso_missing"": 2}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam7.avi#f408-438,1,0.31639928,0,1.000000,ADL,0,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam7.avi#f438-468,0,0.45912633,0,0.937500,ADL,1,"{""too_few_joints"": 4, ""torso_missing"": 4}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam8.avi#f350-380,0,0.26345815,0,0.125000,UNKNOWN,1,"{""target_jump"": 56}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam8.avi#f381-411,1,0.87560135,1,0.937500,FALL,1,"{""too_few_joints"": 4, ""torso_missing"": 4}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute02/cam8.avi#f411-441,0,0.96061830,1,0.281250,UNKNOWN,0,"{""too_few_joints"": 46, ""torso_missing"": 46}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute03/cam2.avi#f576-606,0,0.10131013,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute03/cam2.avi#f607-637,1,0.56917989,1,1.000000,FALL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute03/cam4.avi#f576-606,0,0.50820914,1,0.296875,UNKNOWN,0,"{""target_jump"": 45}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute03/cam4.avi#f607-637,1,0.94490939,1,0.187500,UNKNOWN,1,"{""target_jump"": 50, ""too_few_joints"": 2, ""torso_missing"": 2}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute03/cam5.avi#f595-625,0,0.27787505,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute03/cam5.avi#f626-656,1,0.98358288,1,0.546875,FALL,1,"{""target_jump"": 27, ""too_few_joints"": 2, ""torso_missing"": 2}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute03/cam6.avi#f580-610,0,0.15672833,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute03/cam6.avi#f611-641,1,0.95791611,1,0.609375,FALL,1,"{""too_few_joints"": 25, ""torso_missing"": 25}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute03/cam7.avi#f580-610,0,0.15355422,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute03/cam7.avi#f611-641,1,0.62440754,1,0.937500,FALL,1,"{""too_few_joints"": 4, ""torso_missing"": 4}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute03/cam8.avi#f560-590,0,0.23042625,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute03/cam8.avi#f591-621,1,0.41103888,0,0.968750,ADL,0,"{""too_few_joints"": 2, ""torso_missing"": 2}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam2.avi#f336-366,0,0.08926814,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam2.avi#f367-397,1,0.98044699,1,0.671875,FALL,1,"{""too_few_joints"": 21, ""torso_missing"": 21}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam2.avi#f398-428,0,0.99201119,1,0.156250,UNKNOWN,0,"{""target_jump"": 2, ""too_few_joints"": 52, ""torso_missing"": 52}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam2.avi#f683-713,1,0.97399433,1,0.406250,UNKNOWN,1,"{""too_few_joints"": 38, ""torso_missing"": 38}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam2.avi#f714-744,0,0.96829320,1,0.093750,UNKNOWN,0,"{""too_few_joints"": 58, ""torso_missing"": 58}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam4.avi#f257-287,0,0.32995927,0,0.875000,ADL,1,"{""target_jump"": 8}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam4.avi#f288-318,1,0.45131277,0,0.812500,ADL,0,"{""target_jump"": 8, ""too_few_joints"": 4, ""torso_missing"": 4}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam4.avi#f319-349,0,0.84022552,1,0.625000,FALL,0,"{""target_jump"": 2, ""too_few_joints"": 22, ""torso_missing"": 22}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam4.avi#f604-634,1,0.93268348,1,0.609375,FALL,1,"{""target_jump"": 2, ""too_few_joints"": 23, ""torso_missing"": 23}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam4.avi#f635-665,0,0.88877232,1,0.687500,FALL,0,"{""too_few_joints"": 20, ""torso_missing"": 20}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam5.avi#f325-355,0,0.49093095,0,0.343750,UNKNOWN,1,"{""target_jump"": 40, ""too_few_joints"": 2, ""torso_missing"": 2}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam5.avi#f356-386,1,0.61275578,1,0.609375,FALL,1,"{""target_jump"": 13, ""too_few_joints"": 12, ""torso_missing"": 14}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam5.avi#f387-417,0,0.92724644,1,0.546875,FALL,0,"{""target_jump"": 4, ""too_few_joints"": 25, ""torso_missing"": 25}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam5.avi#f672-702,1,0.72154633,1,0.843750,FALL,1,"{""target_jump"": 8, ""too_few_joints"": 2, ""torso_missing"": 4}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam5.avi#f703-733,0,0.81605884,1,0.796875,FALL,0,"{""target_jump"": 5, ""too_few_joints"": 8, ""torso_missing"": 10}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam6.avi#f339-369,0,0.13930728,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam6.avi#f370-400,1,0.21346603,0,1.000000,ADL,0,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam6.avi#f401-431,0,0.49649637,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam6.avi#f686-716,1,0.98139651,1,0.578125,FALL,1,"{""target_jump"": 2, ""too_few_joints"": 25, ""torso_missing"": 25}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam6.avi#f717-747,0,0.32379758,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam7.avi#f340-370,0,0.64061175,1,0.750000,FALL,0,"{""too_few_joints"": 16, ""torso_missing"": 16}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam7.avi#f371-401,1,0.28554852,0,1.000000,ADL,0,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam7.avi#f402-432,0,0.54552762,1,1.000000,FALL,0,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam7.avi#f687-717,1,0.61399279,1,0.781250,FALL,1,"{""target_jump"": 4, ""too_few_joints"": 10, ""torso_missing"": 10}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam7.avi#f718-748,0,0.97370133,1,0.250000,UNKNOWN,0,"{""target_jump"": 4, ""too_few_joints"": 44, ""torso_missing"": 44}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam8.avi#f313-343,0,0.57445729,1,0.031250,UNKNOWN,0,"{""target_jump"": 62}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam8.avi#f344-374,1,0.87320223,1,0.906250,FALL,1,"{""target_jump"": 4, ""too_few_joints"": 2, ""torso_missing"": 2}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam8.avi#f375-405,0,0.98614055,1,0.031250,UNKNOWN,0,"{""target_jump"": 9, ""too_few_joints"": 53, ""torso_missing"": 53}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam8.avi#f660-690,1,0.80407400,1,0.546875,FALL,1,"{""target_jump"": 8, ""too_few_joints"": 21, ""torso_missing"": 21}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute04/cam8.avi#f691-721,0,0.98997982,1,0.218750,UNKNOWN,0,"{""too_few_joints"": 50, ""torso_missing"": 50}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute05/cam2.avi#f333-363,1,0.94828996,1,0.687500,FALL,1,"{""too_few_joints"": 20, ""torso_missing"": 20}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute05/cam2.avi#f364-394,0,0.99344046,1,0.031250,UNKNOWN,0,"{""too_few_joints"": 62, ""torso_missing"": 62}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute05/cam4.avi#f320-350,1,0.31490432,0,0.796875,ADL,0,"{""target_jump"": 11, ""too_few_joints"": 2, ""torso_missing"": 2}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute05/cam4.avi#f351-381,0,0.50967904,1,0.453125,UNKNOWN,0,"{""target_jump"": 25, ""too_few_joints"": 10, ""torso_missing"": 10}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute05/cam5.avi#f327-357,1,0.96217303,1,0.093750,UNKNOWN,1,"{""target_jump"": 37, ""too_few_joints"": 21, ""torso_missing"": 23}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute05/cam5.avi#f358-388,0,0.93670240,1,0.500000,FALL,0,"{""target_jump"": 8, ""too_few_joints"": 24, ""torso_missing"": 26}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute05/cam6.avi#f335-365,1,0.43073352,0,0.843750,ADL,0,"{""too_few_joints"": 10, ""torso_missing"": 10}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute05/cam6.avi#f366-396,0,0.98871979,1,0.093750,UNKNOWN,0,"{""too_few_joints"": 58, ""torso_missing"": 58}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute05/cam7.avi#f337-367,1,0.95083357,1,0.671875,FALL,1,"{""too_few_joints"": 21, ""torso_missing"": 21}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute05/cam7.avi#f368-398,0,0.98467194,1,0.062500,UNKNOWN,0,"{""target_jump"": 8, ""too_few_joints"": 52, ""torso_missing"": 52}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute05/cam8.avi#f309-339,1,0.87311485,1,0.187500,UNKNOWN,1,"{""target_jump"": 37, ""too_few_joints"": 15, ""torso_missing"": 15}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute05/cam8.avi#f340-370,0,0.89311627,1,0.390625,UNKNOWN,0,"{""too_few_joints"": 39, ""torso_missing"": 39}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam2.avi#f632-662,0,0.28377034,0,0.937500,ADL,1,"{""too_few_joints"": 4, ""torso_missing"": 4}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam2.avi#f683-713,1,0.20662908,0,1.000000,ADL,0,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam2.avi#f703-733,1,0.53358452,1,1.000000,FALL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam2.avi#f740-770,0,0.22024919,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam4.avi#f622-652,0,0.64014043,1,0.828125,FALL,0,"{""target_jump"": 11}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam4.avi#f673-703,1,0.40338407,0,0.562500,ADL,0,"{""target_jump"": 26, ""too_few_joints"": 2, ""torso_missing"": 2}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam4.avi#f693-723,1,0.90092233,1,0.484375,UNKNOWN,1,"{""target_jump"": 12, ""too_few_joints"": 21, ""torso_missing"": 21}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam4.avi#f730-760,0,0.83863778,1,0.671875,FALL,0,"{""too_few_joints"": 21, ""torso_missing"": 21}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam5.avi#f622-652,0,0.81916359,1,0.359375,UNKNOWN,0,"{""target_jump"": 26, ""too_few_joints"": 15, ""torso_missing"": 19}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam5.avi#f673-703,1,0.57503559,1,0.875000,FALL,1,"{""target_jump"": 8}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam5.avi#f693-723,1,0.42219523,0,0.562500,ADL,0,"{""target_jump"": 20, ""too_few_joints"": 8, ""torso_missing"": 10}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam5.avi#f730-760,0,0.46134841,0,0.328125,UNKNOWN,1,"{""target_jump"": 39, ""too_few_joints"": 4, ""torso_missing"": 4}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam6.avi#f635-665,0,0.15735831,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam6.avi#f686-716,1,0.94188103,1,0.609375,FALL,1,"{""too_few_joints"": 25, ""torso_missing"": 25}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam6.avi#f706-736,1,0.99571991,1,0.000000,UNKNOWN,1,"{""too_few_joints"": 64, ""torso_missing"": 64}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam6.avi#f743-773,0,0.99571991,1,0.000000,UNKNOWN,0,"{""too_few_joints"": 64, ""torso_missing"": 64}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam7.avi#f635-665,0,0.13937343,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam7.avi#f686-716,1,0.25049044,0,1.000000,ADL,0,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam7.avi#f706-736,1,0.71473698,1,0.843750,FALL,1,"{""too_few_joints"": 10, ""torso_missing"": 10}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam7.avi#f743-773,0,0.54905233,1,0.703125,FALL,0,"{""target_jump"": 2, ""too_few_joints"": 17, ""torso_missing"": 17}"
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam8.avi#f621-651,0,0.19662298,0,1.000000,ADL,1,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam8.avi#f672-702,1,0.13016629,0,1.000000,ADL,0,{}
YOLO-Pose+ST-GCN++,dataset/dataset/chute06/cam8.avi#f692-722,1,0.26181680,0,1.000000,ADL,0,{}
