segment_id,video_path,label,class_name,subject,source_kind,start_seconds,end_seconds,duration_seconds,description,source_classes
Subject 3/Fall/14.mp4#t0.000-4.600-walking-3,Subject 3/Fall/14.mp4,0,walking,3,fall,0.000000,4.600000,4.600000,Falling backward on the floor while removing the shirt and trying to hang it on the hangar, Falling (BW)[8.1 to 12]; Standing[4.6 to 8.1];Walking[0 to 4.6]
Subject 3/Fall/15.mp4#t1.900-5.000-falling-1,Subject 3/Fall/15.mp4,4,falling,3,fall,1.900000,5.000000,3.100000,Trying to drink water from the water bottle and then falling on the floor, Falling (BW)[1.9 to 5]; Standing[0 to 1.8]
Subject 3/Fall/15.mp4#t0.000-1.800-standing-2,Subject 3/Fall/15.mp4,1,standing,3,fall,0.000000,1.800000,1.800000,Trying to drink water from the water bottle and then falling on the floor, Falling (BW)[1.9 to 5]; Standing[0 to 1.8]
Subject 3/Fall/16.mp4#t1.800-7.000-falling-1,Subject 3/Fall/16.mp4,4,falling,3,fall,1.800000,7.000000,5.200000,Walking and then falling left side on the floor, Falling (SW)[1.8 to 7]; Walking[0 to 1.7]
Subject 3/Fall/16.mp4#t0.000-1.700-walking-2,Subject 3/Fall/16.mp4,0,walking,3,fall,0.000000,1.700000,1.700000,Walking and then falling left side on the floor, Falling (SW)[1.8 to 7]; Walking[0 to 1.7]
Subject 3/Fall/17.mp4#t1.400-8.000-falling-1,Subject 3/Fall/17.mp4,4,falling,3,fall,1.400000,8.000000,6.600000, Reading newspaper then falling Backward on the bed, Falling (BW)[1.4 to 8]; Reading[0 to 1.1]; Sitting[0 to 1.4]
Subject 3/Fall/17.mp4#t0.000-1.400-sitting-2,Subject 3/Fall/17.mp4,2,sitting,3,fall,0.000000,1.400000,1.400000, Reading newspaper then falling Backward on the bed, Falling (BW)[1.4 to 8]; Reading[0 to 1.1]; Sitting[0 to 1.4]
Subject 3/Fall/18.mp4#t4.200-11.000-falling-1,Subject 3/Fall/18.mp4,4,falling,3,fall,4.200000,11.000000,6.800000,Sitting on the bed; then falling on the floor, Falling (SW)[4.2 to 11]; Sitting[0 to 3.2]
Subject 3/Fall/18.mp4#t0.000-3.200-sitting-2,Subject 3/Fall/18.mp4,2,sitting,3,fall,0.000000,3.200000,3.200000,Sitting on the bed; then falling on the floor, Falling (SW)[4.2 to 11]; Sitting[0 to 3.2]
Subject 3/Fall/19.mp4#t2.000-5.000-falling-1,Subject 3/Fall/19.mp4,4,falling,3,fall,2.000000,5.000000,3.000000,Falling on the floor from the standing position, Falling (BW)[2 to 5]; Standing[0 to 1.9]
Subject 3/Fall/19.mp4#t0.000-1.900-standing-2,Subject 3/Fall/19.mp4,1,standing,3,fall,0.000000,1.900000,1.900000,Falling on the floor from the standing position, Falling (BW)[2 to 5]; Standing[0 to 1.9]
Subject 3/Fall/20.mp4#t2.300-6.000-falling-1,Subject 3/Fall/20.mp4,4,falling,3,fall,2.300000,6.000000,3.700000,Walking then falling forward on the floor, Falling (FW)[2.3 to 6]; Walking[0 to 2.2]
Subject 3/Fall/20.mp4#t0.000-2.200-walking-2,Subject 3/Fall/20.mp4,0,walking,3,fall,0.000000,2.200000,2.200000,Walking then falling forward on the floor, Falling (FW)[2.3 to 6]; Walking[0 to 2.2]
Subject 3/Fall/21.mp4#t5.400-9.000-falling-1,Subject 3/Fall/21.mp4,4,falling,3,fall,5.400000,9.000000,3.600000,Drinking in standing position then falling sideways, Falling (SW)[5.4 to 9]; Drinking[0 to 1.4]; Standing[0 to 4.4]
Subject 3/Fall/21.mp4#t0.000-4.400-standing-2,Subject 3/Fall/21.mp4,1,standing,3,fall,0.000000,4.400000,4.400000,Drinking in standing position then falling sideways, Falling (SW)[5.4 to 9]; Drinking[0 to 1.4]; Standing[0 to 4.4]
Subject 4/ADL/01.mp4#t0.000-12.000-sitting-1,Subject 4/ADL/01.mp4,2,sitting,4,adl,0.000000,12.000000,12.000000,Wiping the face with a handkerchief while sitting on the bed; cleaning the goggles and putting them on,Sitting[0 to 12]
Subject 4/ADL/02.mp4#t0.000-10.000-walking-1,Subject 4/ADL/02.mp4,0,walking,4,adl,0.000000,10.000000,10.000000,Talking on the mobile phone while walking, Walking[0 to 10]
Subject 4/ADL/03.mp4#t0.000-8.000-sitting-1,Subject 4/ADL/03.mp4,2,sitting,4,adl,0.000000,8.000000,8.000000,Reading a book while sitting on the bed, Reading[3.8 to 8]; Sitting[ 0 to 8]
Subject 4/ADL/04.mp4#t0.000-13.000-sitting-1,Subject 4/ADL/04.mp4,2,sitting,4,adl,0.000000,13.000000,13.000000,Using a laptop while sitting on the bed, Sitting[0 to 13]
Subject 4/ADL/05.mp4#t0.000-1.900-walking-1,Subject 4/ADL/05.mp4,0,walking,4,adl,0.000000,1.900000,1.900000,Doing exercise (push-up); view 1, Exercising[2.6 to 7]; Walking[0 to 1.9]
Subject 4/ADL/06.mp4#t0.000-1.000-walking-1,Subject 4/ADL/06.mp4,0,walking,4,adl,0.000000,1.000000,1.000000,Doing exercise (push-up); view 2, Exercising[1.4 to 6]; Walking[0 to 1]
Subject 4/ADL/08.mp4#t2.100-12.000-sitting-1,Subject 4/ADL/08.mp4,2,sitting,4,adl,2.100000,12.000000,9.900000,Sleeping to sitting; putting on the goggles and drinking water, Drinking[8.5 to 12]; Sitting[2.1 to 12]; Sleeping[0 to 1.1]
Subject 4/ADL/08.mp4#t0.000-1.100-lying_sleeping-2,Subject 4/ADL/08.mp4,3,lying_sleeping,4,adl,0.000000,1.100000,1.100000,Sleeping to sitting; putting on the goggles and drinking water, Drinking[8.5 to 12]; Sitting[2.1 to 12]; Sleeping[0 to 1.1]
Subject 4/ADL/09.mp4#t0.000-12.000-sitting-1,Subject 4/ADL/09.mp4,2,sitting,4,adl,0.000000,12.000000,12.000000,Reading a book and checking the mobile phone while sitting on the bed, Reading[0 to 12]; Sitting[0 to 12]
Subject 4/ADL/10.mp4#t4.300-12.000-lying_sleeping-1,Subject 4/ADL/10.mp4,3,lying_sleeping,4,adl,4.300000,12.000000,7.700000,Walking then sleeping on the bed after removing the goggles, Sleeping[4.3 to 12]; Walking[0 to 1.4]
Subject 4/ADL/10.mp4#t0.000-1.400-walking-2,Subject 4/ADL/10.mp4,0,walking,4,adl,0.000000,1.400000,1.400000,Walking then sleeping on the bed after removing the goggles, Sleeping[4.3 to 12]; Walking[0 to 1.4]
Subject 4/ADL/11.mp4#t0.000-10.000-sitting-1,Subject 4/ADL/11.mp4,2,sitting,4,adl,0.000000,10.000000,10.000000,Copying content from a book into a notebook while sitting on the floor, Sitting[0 to 10]; Writing[2.7 to 10]
Subject 4/ADL/12.mp4#t0.000-8.000-sitting-1,Subject 4/ADL/12.mp4,2,sitting,4,adl,0.000000,8.000000,8.000000,Stopping copying from a book and drinking water while sitting on the floor, Drinking[4.5 to 8]; Reading[0 to 1.6]; Sitting[0 to 8]; Writing[0 to 1.6]
Subject 4/ADL/13.mp4#t0.000-5.000-sitting-1,Subject 4/ADL/13.mp4,2,sitting,4,adl,0.000000,5.000000,5.000000,Writing while sitting on the chair, Sitting[0 to 5]; Writing[0 to 5]
Subject 4/ADL/14.mp4#t1.500-8.000-standing-2,Subject 4/ADL/14.mp4,1,standing,4,adl,1.500000,8.000000,6.500000,Sitting in the chair to standing on the floor; then picking up the water bottle and drinking water from it, Drinking[4.5 to 6.7]; Standing[0 to 0.3; 1.5 to 8]; Walking[0.4 to 1.4]
Subject 4/ADL/14.mp4#t0.400-1.400-walking-3,Subject 4/ADL/14.mp4,0,walking,4,adl,0.400000,1.400000,1.000000,Sitting in the chair to standing on the floor; then picking up the water bottle and drinking water from it, Drinking[4.5 to 6.7]; Standing[0 to 0.3; 1.5 to 8]; Walking[0.4 to 1.4]
Subject 4/ADL/15.mp4#t0.000-0.500-sitting-1,Subject 4/ADL/15.mp4,2,sitting,4,adl,0.000000,0.500000,0.500000,Sitting to sleeping on the bed, Sitting[0 to 0.5]; Sleeping[1.6 to 5]
Subject 4/ADL/15.mp4#t1.600-5.000-lying_sleeping-2,Subject 4/ADL/15.mp4,3,lying_sleeping,4,adl,1.600000,5.000000,3.400000,Sitting to sleeping on the bed, Sitting[0 to 0.5]; Sleeping[1.6 to 5]
Subject 4/ADL/16.mp4#t0.500-2.800-sitting-1,Subject 4/ADL/16.mp4,2,sitting,4,adl,0.500000,2.800000,2.300000,Sitting on the bed; removing the goggles; then sleeping, Sitting[0.5 to 2.8]; Sleeping[2.9 to 7]
Subject 4/ADL/16.mp4#t2.900-7.000-lying_sleeping-2,Subject 4/ADL/16.mp4,3,lying_sleeping,4,adl,2.900000,7.000000,4.100000,Sitting on the bed; removing the goggles; then sleeping, Sitting[0.5 to 2.8]; Sleeping[2.9 to 7]
Subject 4/ADL/17.mp4#t0.000-6.000-walking-1,Subject 4/ADL/17.mp4,0,walking,4,adl,0.000000,6.000000,6.000000,Picking up the book from the floor and putting it on the bed, Walking[0 to 6]
Subject 4/ADL/18.mp4#t0.700-14.000-sitting-1,Subject 4/ADL/18.mp4,2,sitting,4,adl,0.700000,14.000000,13.300000,Wiping the face with a handkerchief; putting on the goggles; then reading a book, Reading[11.5 to 14]; Sitting[0.7 to 14]
Subject 4/ADL/19.mp4#t6.900-9.000-sitting-1,Subject 4/ADL/19.mp4,2,sitting,4,adl,6.900000,9.000000,2.100000,Walking; then picking up the biscuit jar and eating biscuits from it after sitting on the bed, Eating[7.7 to 9]; Sitting[6.9 to 9]; Standing[3 to 6.4]; Walking[0 to 1.7] 
Subject 4/ADL/19.mp4#t3.000-6.400-standing-2,Subject 4/ADL/19.mp4,1,standing,4,adl,3.000000,6.400000,3.400000,Walking; then picking up the biscuit jar and eating biscuits from it after sitting on the bed, Eating[7.7 to 9]; Sitting[6.9 to 9]; Standing[3 to 6.4]; Walking[0 to 1.7] 
Subject 4/ADL/19.mp4#t0.000-1.700-walking-3,Subject 4/ADL/19.mp4,0,walking,4,adl,0.000000,1.700000,1.700000,Walking; then picking up the biscuit jar and eating biscuits from it after sitting on the bed, Eating[7.7 to 9]; Sitting[6.9 to 9]; Standing[3 to 6.4]; Walking[0 to 1.7] 
Subject 4/ADL/20.mp4#t2.800-17.000-sitting-1,Subject 4/ADL/20.mp4,2,sitting,4,adl,2.800000,17.000000,14.200000,Eating biscuits then picking up the water bottle from the floor and drinking the water from it after sitting on the bed; keeping the bottle on the floor, Drinking[4.6 to 10.4]; Eating[16.2 to 17]; Sitting[2.8 to 17]; Standing[0.7 to 2.6]
Subject 4/ADL/20.mp4#t0.700-2.600-standing-2,Subject 4/ADL/20.mp4,1,standing,4,adl,0.700000,2.600000,1.900000,Eating biscuits then picking up the water bottle from the floor and drinking the water from it after sitting on the bed; keeping the bottle on the floor, Drinking[4.6 to 10.4]; Eating[16.2 to 17]; Sitting[2.8 to 17]; Standing[0.7 to 2.6]
Subject 4/Fall/01.mp4#t1.800-4.000-falling-1,Subject 4/Fall/01.mp4,4,falling,4,fall,1.800000,4.000000,2.200000,Standing on the bed to falling (LS) on the bed, Falling (SW)[1.8 to 4]; Standing[0 to 1.5]
Subject 4/Fall/01.mp4#t0.000-1.500-standing-2,Subject 4/Fall/01.mp4,1,standing,4,fall,0.000000,1.500000,1.500000,Standing on the bed to falling (LS) on the bed, Falling (SW)[1.8 to 4]; Standing[0 to 1.5]
Subject 4/Fall/02.mp4#t1.500-2.000-falling-1,Subject 4/Fall/02.mp4,4,falling,4,fall,1.500000,2.000000,0.500000,Falling (LS) from the bed to the floor, Falling (SW)[1.5 to 2]; Sleeping[0 to 1.4]
Subject 4/Fall/02.mp4#t0.000-1.400-lying_sleeping-2,Subject 4/Fall/02.mp4,3,lying_sleeping,4,fall,0.000000,1.400000,1.400000,Falling (LS) from the bed to the floor, Falling (SW)[1.5 to 2]; Sleeping[0 to 1.4]
Subject 4/Fall/03.mp4#t1.700-6.000-falling-1,Subject 4/Fall/03.mp4,4,falling,4,fall,1.700000,6.000000,4.300000,Walking then falling (forward) view 1, Falling (FW)[1.7 to 6]; Walking[0 to 1.7]
Subject 4/Fall/03.mp4#t0.000-1.700-walking-2,Subject 4/Fall/03.mp4,0,walking,4,fall,0.000000,1.700000,1.700000,Walking then falling (forward) view 1, Falling (FW)[1.7 to 6]; Walking[0 to 1.7]
Subject 4/Fall/04.mp4#t1.200-4.000-falling-1,Subject 4/Fall/04.mp4,4,falling,4,fall,1.200000,4.000000,2.800000,Walking then falling (forward) view 2, Falling (FW)[1.2 to 4]
Subject 4/Fall/05.mp4#t2.700-7.000-falling-1,Subject 4/Fall/05.mp4,4,falling,4,fall,2.700000,7.000000,4.300000,Falling (RS) on the bed from sitting on the bed, Falling (SW)[2.7 to 7]; Sitting[0 to 2.4]
Subject 4/Fall/05.mp4#t0.000-2.400-sitting-2,Subject 4/Fall/05.mp4,2,sitting,4,fall,0.000000,2.400000,2.400000,Falling (RS) on the bed from sitting on the bed, Falling (SW)[2.7 to 7]; Sitting[0 to 2.4]
Subject 4/Fall/06.mp4#t1.100-6.000-falling-1,Subject 4/Fall/06.mp4,4,falling,4,fall,1.100000,6.000000,4.900000,Falling (LS) on the bed from sitting on the bed then falling (RS) to the floor, Falling (SW)[1.1 to 6]; Sitting[0 to 1]
Subject 4/Fall/06.mp4#t0.000-1.000-sitting-2,Subject 4/Fall/06.mp4,2,sitting,4,fall,0.000000,1.000000,1.000000,Falling (LS) on the bed from sitting on the bed then falling (RS) to the floor, Falling (SW)[1.1 to 6]; Sitting[0 to 1]
Subject 4/Fall/07.mp4#t2.400-6.000-falling-1,Subject 4/Fall/07.mp4,4,falling,4,fall,2.400000,6.000000,3.600000,Walking then falling (LS) on the floor, Falling (SW)[2.4 to 6]; Walking[0 to 1.6]
Subject 4/Fall/07.mp4#t0.000-1.600-walking-2,Subject 4/Fall/07.mp4,0,walking,4,fall,0.000000,1.600000,1.600000,Walking then falling (LS) on the floor, Falling (SW)[2.4 to 6]; Walking[0 to 1.6]
Subject 4/Fall/08.mp4#t2.300-6.000-falling-1,Subject 4/Fall/08.mp4,4,falling,4,fall,2.300000,6.000000,3.700000,Falling backward on the bed from sitting on the bed, Falling (BW)[2.3 to 6]; Sitting[0 to 2.2]
Subject 4/Fall/08.mp4#t0.000-2.200-sitting-2,Subject 4/Fall/08.mp4,2,sitting,4,fall,0.000000,2.200000,2.200000,Falling backward on the bed from sitting on the bed, Falling (BW)[2.3 to 6]; Sitting[0 to 2.2]
Subject 4/Fall/09.mp4#t2.300-6.000-falling-1,Subject 4/Fall/09.mp4,4,falling,4,fall,2.300000,6.000000,3.700000,Falling backward on the bed from sitting on the bed, Falling (BW)[2.3 6]; Sitting[0 to 2]
Subject 4/Fall/09.mp4#t0.000-2.000-sitting-2,Subject 4/Fall/09.mp4,2,sitting,4,fall,0.000000,2.000000,2.000000,Falling backward on the bed from sitting on the bed, Falling (BW)[2.3 6]; Sitting[0 to 2]
Subject 4/Fall/10.mp4#t2.200-5.000-falling-1,Subject 4/Fall/10.mp4,4,falling,4,fall,2.200000,5.000000,2.800000,Reading a book while sitting on the chair then falling (FW) on the ground, Falling (FW)[2.2 to 5]; Reading[0 to 2.1]; Sitting[0 to 2.1]
Subject 4/Fall/10.mp4#t0.000-2.100-sitting-2,Subject 4/Fall/10.mp4,2,sitting,4,fall,0.000000,2.100000,2.100000,Reading a book while sitting on the chair then falling (FW) on the ground, Falling (FW)[2.2 to 5]; Reading[0 to 2.1]; Sitting[0 to 2.1]
Subject 4/Fall/11.mp4#t1.200-4.000-falling-1,Subject 4/Fall/11.mp4,4,falling,4,fall,1.200000,4.000000,2.800000,Walking then falling (FW: only waist to toe is visible after falling), Falling (FW)[1.2 to 4]; Walking[0 to 1]
Subject 4/Fall/11.mp4#t0.000-1.000-walking-2,Subject 4/Fall/11.mp4,0,walking,4,fall,0.000000,1.000000,1.000000,Walking then falling (FW: only waist to toe is visible after falling), Falling (FW)[1.2 to 4]; Walking[0 to 1]
Subject 4/Fall/12.mp4#t1.500-4.000-falling-1,Subject 4/Fall/12.mp4,4,falling,4,fall,1.500000,4.000000,2.500000,Falling (FW)to the floor from sitting on the bed, Falling (FW)[1.5 to 4]; Sitting[0 to 1.3]
Subject 4/Fall/12.mp4#t0.000-1.300-sitting-2,Subject 4/Fall/12.mp4,2,sitting,4,fall,0.000000,1.300000,1.300000,Falling (FW)to the floor from sitting on the bed, Falling (FW)[1.5 to 4]; Sitting[0 to 1.3]
Subject 4/Fall/13.mp4#t0.300-5.000-falling-1,Subject 4/Fall/13.mp4,4,falling,4,fall,0.300000,5.000000,4.700000,Falling (sideways) on the bed from sitting on the bed, Falling (SW)[0.3 to 5]
Subject 4/Fall/14.mp4#t0.800-5.000-falling-1,Subject 4/Fall/14.mp4,4,falling,4,fall,0.800000,5.000000,4.200000,Falling (RS) on the bed from sitting on the bed then falling (LS) to the floor, Falling (SW)[0.8 to 5]; Sitting[0 to 0.8]
Subject 4/Fall/14.mp4#t0.000-0.800-sitting-2,Subject 4/Fall/14.mp4,2,sitting,4,fall,0.000000,0.800000,0.800000,Falling (RS) on the bed from sitting on the bed then falling (LS) to the floor, Falling (SW)[0.8 to 5]; Sitting[0 to 0.8]
Subject 4/Fall/15.mp4#t0.000-1.700-sitting-1,Subject 4/Fall/15.mp4,2,sitting,4,fall,0.000000,1.700000,1.700000,Falling (FW) on the floor from sitting on the bed, Falling (FW); Sitting[0 to 1.7]
Subject 4/Fall/16.mp4#t3.200-7.000-falling-1,Subject 4/Fall/16.mp4,4,falling,4,fall,3.200000,7.000000,3.800000,Walking then falling (FW) on the floor, Falling (FW)[3.2 to 7]; Walking[0 to 2.9]
Subject 4/Fall/16.mp4#t0.000-2.900-walking-2,Subject 4/Fall/16.mp4,0,walking,4,fall,0.000000,2.900000,2.900000,Walking then falling (FW) on the floor, Falling (FW)[3.2 to 7]; Walking[0 to 2.9]
Subject 4/Fall/17.mp4#t2.800-6.000-falling-1,Subject 4/Fall/17.mp4,4,falling,4,fall,2.800000,6.000000,3.200000,Falling (LS) on the bed from sitting on the bed, Falling (SW)[2.8 to 6]; Sitting[0 to 2.6]
Subject 4/Fall/17.mp4#t0.000-2.600-sitting-2,Subject 4/Fall/17.mp4,2,sitting,4,fall,0.000000,2.600000,2.600000,Falling (LS) on the bed from sitting on the bed, Falling (SW)[2.8 to 6]; Sitting[0 to 2.6]
