path,source_path,subject,target_fold,source_oof_fold,oof_fall_probability,repeat
Subject 2/ADL/20.mp4#f32-95#hardneg-f4-r2,Subject 2/ADL/20.mp4#f32-95,2,4,2,0.99592388,2
Subject 2/ADL/20.mp4#f48-111#hardneg-f4-r1,Subject 2/ADL/20.mp4#f48-111,2,4,2,0.97662044,1
Subject 2/ADL/20.mp4#f48-111#hardneg-f4-r2,Subject 2/ADL/20.mp4#f48-111,2,4,2,0.97662044,2
Subject 2/ADL/22.mp4#f0-63#hardneg-f4-r1,Subject 2/ADL/22.mp4#f0-63,2,4,2,0.90750289,1
Subject 2/ADL/22.mp4#f0-63#hardneg-f4-r2,Subject 2/ADL/22.mp4#f0-63,2,4,2,0.90750289,2
Subject 2/ADL/22.mp4#f32-95#hardneg-f4-r1,Subject 2/ADL/22.mp4#f32-95,2,4,2,0.89590007,1
Subject 2/ADL/22.mp4#f32-95#hardneg-f4-r2,Subject 2/ADL/22.mp4#f32-95,2,4,2,0.89590007,2
Subject 2/ADL/22.mp4#f64-127#hardneg-f4-r1,Subject 2/ADL/22.mp4#f64-127,2,4,2,0.81262779,1
Subject 2/ADL/22.mp4#f64-127#hardneg-f4-r2,Subject 2/ADL/22.mp4#f64-127,2,4,2,0.81262779,2
Subject 3/ADL/04.mp4#f224-287#hardneg-f4-r1,Subject 3/ADL/04.mp4#f224-287,3,4,3,0.85597563,1
Subject 3/ADL/04.mp4#f224-287#hardneg-f4-r2,Subject 3/ADL/04.mp4#f224-287,3,4,3,0.85597563,2
Subject 3/ADL/06.mp4#f64-127#hardneg-f4-r1,Subject 3/ADL/06.mp4#f64-127,3,4,3,0.87062186,1
Subject 3/ADL/06.mp4#f64-127#hardneg-f4-r2,Subject 3/ADL/06.mp4#f64-127,3,4,3,0.87062186,2
Subject 3/ADL/08.mp4#f0-63#hardneg-f4-r1,Subject 3/ADL/08.mp4#f0-63,3,4,3,0.98065418,1
Subject 3/ADL/08.mp4#f0-63#hardneg-f4-r2,Subject 3/ADL/08.mp4#f0-63,3,4,3,0.98065418,2
Subject 3/ADL/08.mp4#f16-79#hardneg-f4-r1,Subject 3/ADL/08.mp4#f16-79,3,4,3,0.98777753,1
Subject 3/ADL/08.mp4#f16-79#hardneg-f4-r2,Subject 3/ADL/08.mp4#f16-79,3,4,3,0.98777753,2
Subject 3/ADL/08.mp4#f32-95#hardneg-f4-r1,Subject 3/ADL/08.mp4#f32-95,3,4,3,0.98491645,1
Subject 3/ADL/08.mp4#f32-95#hardneg-f4-r2,Subject 3/ADL/08.mp4#f32-95,3,4,3,0.98491645,2
Subject 3/ADL/08.mp4#f48-111#hardneg-f4-r1,Subject 3/ADL/08.mp4#f48-111,3,4,3,0.97006094,1
Subject 3/ADL/08.mp4#f48-111#hardneg-f4-r2,Subject 3/ADL/08.mp4#f48-111,3,4,3,0.97006094,2
Subject 3/ADL/08.mp4#f64-127#hardneg-f4-r1,Subject 3/ADL/08.mp4#f64-127,3,4,3,0.92855245,1
Subject 3/ADL/08.mp4#f64-127#hardneg-f4-r2,Subject 3/ADL/08.mp4#f64-127,3,4,3,0.92855245,2
Subject 3/ADL/08.mp4#f80-143#hardneg-f4-r1,Subject 3/ADL/08.mp4#f80-143,3,4,3,0.94779313,1
Subject 3/ADL/08.mp4#f80-143#hardneg-f4-r2,Subject 3/ADL/08.mp4#f80-143,3,4,3,0.94779313,2
